Name,Price,Model Year,Mileage,Registered ,Engine Type,Transmission,Assembly,Body Type,Color,Engine Capacity,Anti lock Braking System,Air Bags,Air conditioning,Alloy Rims,Climate Control,Coolbox,Cruise Control,Front Camera,Heated Seats,KeyLess Entry,Navigation System,Power Locks,Power Mirrors,Power Steering,Power Windows,Rear AC Vents,Rear Camera,Rear seat Entertainment,Rear Speakers,Steering Switches,Sun Roof
Mitsubishi Pajero Exceed 3.5  ,1880000,1998,193022,1,Petrol,1,1,SUV,Silver,3500,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,2,1,0
Mitsubishi Pajero Exceed 3.5  ,1700000,1991,107821,1,Petrol,1,1,SUV,Silver,3500,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero Exceed 3.5  ,1650000,1992,180000,1,Petrol,1,1,SUV,Maroon,3400,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero Exceed 3.5  ,1620000,1992,150000,1,Petrol,1,1,SUV,Blue,3500,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero Exceed 3.5  ,1600000,1994,200000,1,Petrol,1,1,SUV,Blue,3500,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero Exceed 3.5  ,1600000,1997,123450,1,Petrol,1,1,SUV,Grey,3500,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero Exceed 3.5  ,1600000,1997,194520,1,Petrol,1,1,SUV,Unlisted,3400,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,2,0,1
Mitsubishi Pajero Exceed 3.5  ,1550000,1993,225000,1,Petrol,1,1,SUV,Navy,3500,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,2,0,1
Mitsubishi Pajero Exceed 3.5  ,1300000,1992,300000,1,Petrol,1,1,SUV,Silver,3500,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero Exceed 3.5  ,1280000,1995,155555,1,Petrol,1,1,SUV,White,3500,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero Exceed 3.5  ,1200000,1991,150000,1,Diesel,0,1,SUV,Grey,3000,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero Exceed 3.5  ,1150000,1994,111111,1,Petrol,1,1,SUV,Blue,3000,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero Exceed Automatic 2.8D  ,2350000,1997,150000,1,Diesel,1,1,SUV,Silver,2800,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero Exceed Automatic 2.8D  ,1900000,1994,167000,1,Diesel,1,1,SUV,Assembly,2800,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero Exceed Automatic 2.8D  ,1750000,1995,100000,1,Diesel,1,1,SUV,Silver,2800,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero Exceed Automatic 2.8D  ,1745000,1993,173500,1,Diesel,1,1,SUV,White,2800,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero Exceed Automatic 2.8D  ,1725000,1994,200000,1,Diesel,1,1,SUV,Silver,2800,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero Exceed Automatic 2.8D  ,1700000,1995,105600,1,Diesel,1,1,SUV,White,2800,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero Exceed Automatic 2.8D  ,1625000,1992,105050,1,Petrol,1,1,SUV,Silver,3000,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero Exceed Automatic 2.8D  ,1590000,1992,160000,1,Petrol,1,1,SUV,White,2800,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero Exceed Automatic 2.8D  ,1590000,1992,160000,1,Petrol,1,1,SUV,White,2800,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero Exceed Automatic 2.8D  ,1580000,1993,180000,1,Diesel,1,1,SUV,White,2800,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero Exceed Automatic 2.8D  ,1550000,1993,120000,1,Diesel,1,1,SUV,Silver,2800,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero Exceed Automatic 2.8D  ,1530000,1993,158000,1,Diesel,1,1,SUV,White,2800,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero Exceed Automatic 2.8D  ,1500000,1996,150000,1,Petrol,1,1,SUV,White,3400,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero Exceed Automatic 2.8D  ,1450000,1994,120000,1,Diesel,1,1,SUV,Silver,2800,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero Exceed Automatic 2.8D  ,1450000,1993,150000,1,Diesel,1,1,SUV,Silver,2800,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero Exceed Automatic 2.8D  ,1300000,1991,205000,1,Diesel,1,1,SUV,Assembly,2800,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero Exceed Automatic 2.8D  ,1250000,1993,300000,1,Diesel,1,1,SUV,Blue,2800,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero GLS 2.8D  ,3000000,2004,160000,1,Diesel,1,1,SUV,White,2800,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero GLS 2.8D  ,2900000,2005,200000,1,Diesel,1,1,SUV,Black,2800,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero GLS 2.8D  ,2300000,2001,180000,1,Diesel,1,1,SUV,White,2800,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero GLS 3.5  ,3400000,2003,181798,1,Petrol,1,1,SUV,Silver,3500,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero GLS 3.5  ,2500000,2000,146000,1,Petrol,1,1,SUV,Silver,3500,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero GLS 3.5  ,2500000,2001,152000,1,Petrol,1,1,SUV,Blue,3500,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero GLX 2.8D  ,3000000,2005,150000,1,Diesel,1,1,SUV,Black,2800,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1
Mitsubishi Pajero GLX 3.2D  ,2500000,2002,180000,1,Diesel,1,1,SUV,White,3200,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero GLX 3.5  ,4500000,2001,87220,1,Petrol,1,1,SUV,Black,3500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1
Mitsubishi Pajero GLX 3.5  ,2775000,1999,130000,1,Petrol,1,1,SUV,White,3500,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,1600000,2011,65000,1,Petrol,1,1,,Silver,660,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,1500000,2010,89000,1,Petrol,1,1,,Maroon,660,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitsubishi Pajero Mini  ,1425000,2013,70000,1,Petrol,1,1,,White,660,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitsubishi Pajero Mini  ,1325000,2012,79000,1,Petrol,1,1,,Black,660,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,1320000,2000,80000,1,Petrol,0,1,,Grey,1100,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,1300000,2011,36000,1,Petrol,1,1,,Assembly,660,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitsubishi Pajero Mini  ,1300000,2012,84000,1,Petrol,1,1,,White,660,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,1275000,2012,99000,1,Petrol,1,1,,Silver,660,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,1250000,2008,90000,1,Petrol,1,1,,Black,660,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,1200000,2010,142000,1,Petrol,1,1,,Silver,660,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,1100000,2011,60000,1,Petrol,1,1,,Silver,660,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,970000,2007,150000,1,Petrol,1,1,,Black,1100,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,950000,2000,137000,1,Petrol,0,1,,Yellow,1100,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
Mitsubishi Pajero Mini  ,900000,1997,130000,1,Petrol,0,1,,Grey,1100,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,860000,2004,80000,1,Petrol,0,1,,Silver,1100,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,850000,1995,120000,1,Petrol,0,1,,Green,1000,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0
Mitsubishi Pajero Mini  ,850000,2007,100000,1,Petrol,1,1,,Silver,1000,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,850000,1997,120000,1,Petrol,0,1,,Green,1000,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,2,1,0
Mitsubishi Pajero Mini  ,830000,2001,100000,1,Petrol,1,1,,Unlisted,660,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,830000,1999,50000,1,Petrol,0,1,,Blue,1100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitsubishi Pajero Mini  ,825000,1999,84200,1,Petrol,0,1,,White,660,1,0,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,820000,1998,250000,1,Petrol,0,1,,White,660,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,800000,1995,205199,1,Petrol,0,1,,Green,660,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,800000,1996,180000,1,Petrol,0,1,,Green,660,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,2,0,0
Mitsubishi Pajero Mini  ,790000,1999,99000,1,,0,1,,Blue,1100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitsubishi Pajero Mini  ,790000,1996,150005,1,Petrol,1,1,,Maroon,1100,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,790000,2003,195000,1,Petrol,0,1,,Silver,660,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,750000,1995,100000,1,Petrol,0,1,,Red,660,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,745000,2006,200000,1,Petrol,1,1,,Green,660,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitsubishi Pajero Mini  ,725000,1995,86725,1,Petrol,1,1,,Green,660,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,680000,1996,100000,1,Petrol,0,1,,Black,1100,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,675000,1995,195000,1,Petrol,0,1,,Blue,660,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,660000,1995,90000,1,Petrol,0,1,,Black,660,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,650000,1997,180000,1,Petrol,1,1,,White,660,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
Mitsubishi Pajero Mini  ,650000,1995,123456,1,Petrol,1,1,,Green,1100,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,650000,1995,112879,1,Petrol,0,1,,Blue,660,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitsubishi Pajero Mini  ,650000,1995,110000,1,Petrol,0,1,,Blue,1100,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,635000,1995,165820,1,Petrol,0,1,,Red,1100,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,625000,1996,100000,1,Petrol,0,1,,Blue,1100,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,580000,1995,99999,1,Petrol,0,0,,Blue,1100,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitsubishi Pajero Mini  ,560000,1994,115000,1,Petrol,0,1,,Grey,1000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Mitsubishi Pajero Mini  ,550000,1995,160000,1,Petrol,0,1,,Green,660,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,0,0
Mitsubishi Pajero Mini Limited  ,1625000,2011,69000,1,Petrol,1,1,SUV,Silver,660,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini Limited  ,1400000,2011,121000,1,Petrol,1,1,SUV,Black,660,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini Limited  ,1270000,2011,74000,1,Petrol,1,1,SUV,Silver,660,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini Limited  ,1150000,2011,36000,1,Petrol,1,1,SUV,Silver,660,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini Limited  ,850000,1997,165200,1,Petrol,0,0,SUV,Red,1100,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini Limited  ,760000,1995,231000,1,Petrol,0,1,SUV,Red,660,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini Limited  ,750000,1996,80000,1,Petrol,1,1,SUV,Green,660,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini Limited  ,690000,1997,96000,1,Petrol,1,1,SUV,Blue,660,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini Limited  ,650000,1995,108000,1,Petrol,0,1,SUV,Green,1100,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini Limited  ,650000,1997,200000,1,Petrol,0,1,SUV,Grey,1100,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini Limited  ,650000,1997,95000,1,Petrol,0,1,SUV,Green,1100,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini Limited  ,645000,1995,123456,1,Petrol,1,1,SUV,Green,660,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitsubishi Pajero Mini Limited  ,570000,1995,201600,1,Petrol,1,1,SUV,Green,660,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini VR  ,1250000,2011,65000,1,Petrol,1,1,SUV,Silver,660,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini VR  ,980000,2008,50000,1,Petrol,1,1,SUV,Burgundy,660,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini VR  ,770000,1995,200000,1,Petrol,1,1,SUV,Maroon,660,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini VR  ,700000,1996,456789,1,Petrol,1,1,SUV,Blue,1100,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini VR  ,630000,2011,100000,1,Petrol,0,1,SUV,Green,1100,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini VR  ,599000,1995,125000,1,Petrol,0,1,SUV,Blue,1100,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini VR  ,590000,1995,150000,1,Petrol,1,1,SUV,Blue,660,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini VR  ,575000,1996,89000,1,Petrol,1,1,SUV,Blue,660,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini XR  ,870000,1997,126635,1,Petrol,1,1,SUV,Silver,1100,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini XR  ,850000,1998,171000,1,Petrol,1,1,SUV,Green,660,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini XR  ,650000,1996,174000,1,Petrol,1,1,SUV,Blue,1100,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini XR  ,625000,1997,150000,1,Petrol,0,1,SUV,Grey,660,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
Mitsubishi Pajero Mini ZR  ,1150000,2009,80000,1,Petrol,0,1,SUV,Blue,660,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Pajero Super Exceed 3.0  ,1300000,1990,145000,1,Petrol,1,1,SUV,Beige,3400,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
Mitsubishi Pajero Super Exceed 3.0  ,1050000,1990,150000,1,Petrol,1,1,SUV,Brown,3000,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
Mitsubishi Pajero Super Exceed 3.0  ,900000,1990,180000,1,Petrol,0,1,SUV,White,2700,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
Mitsubishi Rvr  ,3100000,2013,59000,1,Petrol,1,1,,Silver,1800,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Rvr  ,3000000,2011,38000,1,Petrol,1,1,,White,1800,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Rvr  ,3000000,2011,38000,1,Petrol,1,1,,White,1800,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitsubishi Rvr  ,2850000,2011,36000,1,Petrol,1,1,,Grey,1800,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,2,1,0
Mitsubishi Rvr  ,2800000,2012,57000,1,Petrol,1,1,,Beige,1800,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0
Mitsubishi Rvr  ,2675000,2013,65000,1,Petrol,1,1,,Silver,1800,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0
Mitsubishi Rvr  ,2150000,2013,110000,1,Petrol,1,1,,Black,1800,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0
Mitsubishi Shogun  ,3000000,2008,150000,1,Diesel,0,1,,Silver,2500,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitsubishi Shogun  ,2500000,2002,123000,1,Diesel,1,1,,Black,3200,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1
Mitsubishi Shogun  ,695000,1998,150000,1,Diesel,0,1,,Grey,2400,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0
Mitsubishi Shogun  ,400000,2005,135000,1,Petrol,0,0,,White,800,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitsubishi Toppo  ,1190000,2011,99500,1,Petrol,1,1,,Maroon,660,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,2,0,0
Mitsubishi Toppo  ,1175000,2019,82000,1,Petrol,1,1,,Black,660,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0
Mitsubishi Toppo  ,1150000,2012,82000,1,Petrol,1,1,,Black,660,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitsubishi Toppo  ,800000,2011,90000,1,Petrol,1,0,,Maroon,660,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Mitsubishi Toppo  ,800000,2009,44000,1,Petrol,1,1,Micro Van,Grey,660,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitsubishi Town Box  ,1625000,2016,40000,1,Petrol,1,1,,Silver,660,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mitsubishi Town Box  ,1150000,2013,70000,1,Petrol,1,1,,Silver,660,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
Mitsubishi Town Box  ,1055000,2011,160000,1,Petrol,1,1,,Grey,660,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
